image,class
plastic194.jpg,4
glass182.jpg,1
paper320_aug.jpg,2
cardboard267_aug.jpg,3
glass378_aug.jpg,1
glass156_aug.jpg,1
paper46_aug.jpg,2
glass283_aug.jpg,1
glass201.jpg,1
metal234_aug.jpg,5
plastic77_aug.jpg,4
metal127_aug.jpg,5
plastic200.jpg,4
trash26.jpg,6
cardboard357_aug.jpg,3
glass117.jpg,1
plastic387_aug.jpg,4
cardboard234_aug.jpg,3
glass431_aug.jpg,1
metal325.jpg,5
paper46.jpg,2
paper254.jpg,2
metal352_aug.jpg,5
paper589.jpg,2
glass428_aug.jpg,1
plastic352_aug.jpg,4
cardboard356_aug.jpg,3
glass382.jpg,1
metal203.jpg,5
paper59.jpg,2
paper75_aug.jpg,2
plastic459_aug.jpg,4
glass128_aug.jpg,1
plastic415.jpg,4
cardboard270_aug.jpg,3
trash117.jpg,6
glass469_aug.jpg,1
metal64.jpg,5
metal239_aug.jpg,5
plastic80_aug.jpg,4
metal33_aug.jpg,5
cardboard244.jpg,3
plastic371_aug.jpg,4
plastic176.jpg,4
cardboard171_aug.jpg,3
plastic66.jpg,4
metal182.jpg,5
metal311.jpg,5
plastic96_aug.jpg,4
paper317.jpg,2
cardboard232.jpg,3
glass235_aug.jpg,1
cardboard333.jpg,3
trash121_aug.jpg,6
paper392_aug.jpg,2
paper434_aug.jpg,2
paper572_aug.jpg,2
plastic394.jpg,4
paper93_aug.jpg,2
cardboard129_aug.jpg,3
paper581.jpg,2
metal200.jpg,5
paper388.jpg,2
metal66_aug.jpg,5
glass221_aug.jpg,1
glass415_aug.jpg,1
cardboard8_aug.jpg,3
metal359_aug.jpg,5
cardboard72_aug.jpg,3
paper420_aug.jpg,2
paper511.jpg,2
plastic119_aug.jpg,4
plastic1.jpg,4
cardboard365.jpg,3
glass193.jpg,1
cardboard226_aug.jpg,3
plastic380_aug.jpg,4
plastic343_aug.jpg,4
glass74.jpg,1
glass469.jpg,1
plastic167_aug.jpg,4
metal185_aug.jpg,5
glass306.jpg,1
plastic62.jpg,4
glass279.jpg,1
trash101.jpg,6
plastic295.jpg,4
paper322.jpg,2
glass133_aug.jpg,1
metal225.jpg,5
glass270_aug.jpg,1
plastic63_aug.jpg,4
cardboard309_aug.jpg,3
plastic109.jpg,4
paper132_aug.jpg,2
paper458_aug.jpg,2
cardboard394_aug.jpg,3
paper586_aug.jpg,2
plastic264_aug.jpg,4
glass358_aug.jpg,1
cardboard343_aug.jpg,3
paper258.jpg,2
metal23_aug.jpg,5
cardboard75_aug.jpg,3
cardboard234_aug.jpg,3
paper594_aug.jpg,2
glass91_aug.jpg,1
glass128.jpg,1
paper495_aug.jpg,2
paper388_aug.jpg,2
paper475_aug.jpg,2
plastic439.jpg,4
metal71.jpg,5
glass280_aug.jpg,1
metal83_aug.jpg,5
plastic276.jpg,4
cardboard270.jpg,3
glass109.jpg,1
paper232.jpg,2
paper132_aug.jpg,2
paper210_aug.jpg,2
plastic244_aug.jpg,4
glass156_aug.jpg,1
metal264.jpg,5
glass44.jpg,1
glass108_aug.jpg,1
paper270_aug.jpg,2
glass231.jpg,1
glass348.jpg,1
paper327.jpg,2
metal60_aug.jpg,5
paper565_aug.jpg,2
plastic267.jpg,4
metal326_aug.jpg,5
paper161_aug.jpg,2
paper374.jpg,2
paper473.jpg,2
plastic463.jpg,4
cardboard134.jpg,3
plastic45_aug.jpg,4
plastic36.jpg,4
plastic90_aug.jpg,4
cardboard128_aug.jpg,3
metal84.jpg,5
plastic24_aug.jpg,4
metal158.jpg,5
metal391_aug.jpg,5
paper409.jpg,2
paper582.jpg,2
paper440_aug.jpg,2
metal20.jpg,5
paper211.jpg,2
plastic17_aug.jpg,4
paper510.jpg,2
glass322_aug.jpg,1
cardboard217_aug.jpg,3
glass10.jpg,1
glass364.jpg,1
trash7.jpg,6
paper49_aug.jpg,2
glass120_aug.jpg,1
paper395_aug.jpg,2
metal284.jpg,5
paper60_aug.jpg,2
glass230.jpg,1
cardboard403.jpg,3
paper113_aug.jpg,2
glass175.jpg,1
glass466.jpg,1
plastic368_aug.jpg,4
metal110.jpg,5
cardboard202.jpg,3
cardboard219_aug.jpg,3
paper430_aug.jpg,2
paper159.jpg,2
metal268_aug.jpg,5
cardboard66.jpg,3
glass151.jpg,1
glass118.jpg,1
glass365_aug.jpg,1
paper247_aug.jpg,2
glass170.jpg,1
glass447_aug.jpg,1
paper5_aug.jpg,2
metal39.jpg,5
glass198.jpg,1
metal110_aug.jpg,5
cardboard142_aug.jpg,3
paper31_aug.jpg,2
plastic401_aug.jpg,4
plastic378_aug.jpg,4
paper225.jpg,2
paper400.jpg,2
glass265_aug.jpg,1
paper7_aug.jpg,2
metal332_aug.jpg,5
glass160_aug.jpg,1
cardboard144.jpg,3
plastic464_aug.jpg,4
plastic177.jpg,4
paper12_aug.jpg,2
metal405_aug.jpg,5
paper592.jpg,2
paper522.jpg,2
cardboard310.jpg,3
cardboard363.jpg,3
plastic246.jpg,4
glass285.jpg,1
plastic2.jpg,4
plastic450.jpg,4
glass345_aug.jpg,1
cardboard41.jpg,3
glass53.jpg,1
metal314_aug.jpg,5
glass441_aug.jpg,1
paper535.jpg,2
paper557_aug.jpg,2
paper78.jpg,2
paper356_aug.jpg,2
paper177.jpg,2
cardboard308_aug.jpg,3
cardboard309.jpg,3
plastic403.jpg,4
metal63_aug.jpg,5
paper41_aug.jpg,2
glass428.jpg,1
cardboard176.jpg,3
metal288_aug.jpg,5
paper85_aug.jpg,2
metal130_aug.jpg,5
glass481_aug.jpg,1
plastic437.jpg,4
glass244_aug.jpg,1
paper450_aug.jpg,2
paper276.jpg,2
cardboard34.jpg,3
paper272_aug.jpg,2
paper299.jpg,2
glass277.jpg,1
paper210_aug.jpg,2
paper171_aug.jpg,2
cardboard260.jpg,3
metal4.jpg,5
plastic124.jpg,4
plastic58_aug.jpg,4
trash95_aug.jpg,6
trash82_aug.jpg,6
paper104.jpg,2
metal21_aug.jpg,5
paper210.jpg,2
paper414.jpg,2
metal301.jpg,5
paper157.jpg,2
plastic161_aug.jpg,4
metal250.jpg,5
paper398_aug.jpg,2
cardboard259_aug.jpg,3
glass318.jpg,1
cardboard91.jpg,3
metal202_aug.jpg,5
paper357.jpg,2
glass393.jpg,1
metal197_aug.jpg,5
metal263_aug.jpg,5
cardboard248_aug.jpg,3
paper356_aug.jpg,2
glass381_aug.jpg,1
paper334_aug.jpg,2
metal322_aug.jpg,5
plastic378_aug.jpg,4
glass247.jpg,1
paper511_aug.jpg,2
metal318.jpg,5
glass41.jpg,1
trash108.jpg,6
paper356_aug.jpg,2
paper227.jpg,2
glass116.jpg,1
paper550_aug.jpg,2
cardboard300.jpg,3
glass436.jpg,1
glass501_aug.jpg,1
plastic318_aug.jpg,4
paper416_aug.jpg,2
trash128.jpg,6
glass136.jpg,1
metal330.jpg,5
paper258_aug.jpg,2
metal326.jpg,5
metal267.jpg,5
plastic280_aug.jpg,4
glass120_aug.jpg,1
cardboard401_aug.jpg,3
glass235.jpg,1
glass489.jpg,1
glass424.jpg,1
plastic301_aug.jpg,4
cardboard2.jpg,3
cardboard208.jpg,3
plastic418_aug.jpg,4
metal59.jpg,5
metal362_aug.jpg,5
glass491_aug.jpg,1
paper161_aug.jpg,2
paper158.jpg,2
plastic321_aug.jpg,4
metal399_aug.jpg,5
plastic258.jpg,4
metal13.jpg,5
plastic266.jpg,4
paper177_aug.jpg,2
cardboard234_aug.jpg,3
metal121_aug.jpg,5
paper560.jpg,2
metal50_aug.jpg,5
plastic22_aug.jpg,4
paper300.jpg,2
plastic325.jpg,4
trash24.jpg,6
cardboard243.jpg,3
paper106.jpg,2
paper506_aug.jpg,2
plastic390.jpg,4
metal400_aug.jpg,5
plastic184.jpg,4
plastic33_aug.jpg,4
glass434.jpg,1
paper331.jpg,2
cardboard327.jpg,3
cardboard96.jpg,3
metal237.jpg,5
cardboard378_aug.jpg,3
paper404.jpg,2
glass274.jpg,1
plastic174_aug.jpg,4
paper302.jpg,2
cardboard84_aug.jpg,3
metal348.jpg,5
cardboard52.jpg,3
metal362_aug.jpg,5
metal282_aug.jpg,5
cardboard165_aug.jpg,3
trash76.jpg,6
trash96.jpg,6
paper69.jpg,2
glass284.jpg,1
glass106.jpg,1
paper429_aug.jpg,2
plastic116_aug.jpg,4
cardboard77.jpg,3
paper474.jpg,2
plastic120.jpg,4
plastic186_aug.jpg,4
paper209.jpg,2
paper17_aug.jpg,2
cardboard112_aug.jpg,3
plastic376_aug.jpg,4
glass72.jpg,1
metal247.jpg,5
paper540.jpg,2
trash50_aug.jpg,6
plastic96.jpg,4
paper262.jpg,2
plastic137_aug.jpg,4
plastic339_aug.jpg,4
plastic244_aug.jpg,4
cardboard98.jpg,3
cardboard381.jpg,3
paper530.jpg,2
plastic186.jpg,4
metal232.jpg,5
paper61_aug.jpg,2
plastic190_aug.jpg,4
plastic269_aug.jpg,4
glass37.jpg,1
cardboard345.jpg,3
glass355.jpg,1
plastic392_aug.jpg,4
metal297_aug.jpg,5
cardboard311.jpg,3
cardboard211.jpg,3
trash75.jpg,6
paper382_aug.jpg,2
plastic405_aug.jpg,4
paper527_aug.jpg,2
trash69.jpg,6
paper334_aug.jpg,2
glass119.jpg,1
plastic358.jpg,4
glass468_aug.jpg,1
plastic194_aug.jpg,4
glass246.jpg,1
metal246.jpg,5
metal49_aug.jpg,5
cardboard81_aug.jpg,3
paper106_aug.jpg,2
plastic116_aug.jpg,4
cardboard180_aug.jpg,3
plastic208_aug.jpg,4
plastic224_aug.jpg,4
metal369.jpg,5
plastic73_aug.jpg,4
paper305.jpg,2
paper467.jpg,2
paper418.jpg,2
paper288_aug.jpg,2
paper246.jpg,2
paper454.jpg,2
paper535_aug.jpg,2
cardboard397.jpg,3
plastic187.jpg,4
cardboard44.jpg,3
plastic210_aug.jpg,4
paper486.jpg,2
glass331_aug.jpg,1
paper280_aug.jpg,2
plastic167_aug.jpg,4
glass86_aug.jpg,1
cardboard106_aug.jpg,3
cardboard310_aug.jpg,3
metal90_aug.jpg,5
plastic313.jpg,4
plastic172.jpg,4
cardboard261_aug.jpg,3
metal298.jpg,5
cardboard377.jpg,3
paper233_aug.jpg,2
plastic301_aug.jpg,4
cardboard318.jpg,3
paper228_aug.jpg,2
paper17.jpg,2
cardboard98_aug.jpg,3
paper481.jpg,2
paper578_aug.jpg,2
metal272_aug.jpg,5
metal79_aug.jpg,5
glass9_aug.jpg,1
glass56.jpg,1
plastic464_aug.jpg,4
metal36.jpg,5
glass133_aug.jpg,1
paper279.jpg,2
paper4.jpg,2
plastic333.jpg,4
plastic127.jpg,4
plastic459_aug.jpg,4
paper436_aug.jpg,2
glass349.jpg,1
paper168.jpg,2
paper186_aug.jpg,2
paper553_aug.jpg,2
metal135_aug.jpg,5
paper527.jpg,2
plastic67_aug.jpg,4
glass47.jpg,1
glass443_aug.jpg,1
plastic82_aug.jpg,4
plastic401.jpg,4
metal403.jpg,5
trash117_aug.jpg,6
plastic393.jpg,4
trash64_aug.jpg,6
paper147.jpg,2
cardboard314_aug.jpg,3
metal290_aug.jpg,5
metal386.jpg,5
paper266_aug.jpg,2
glass108_aug.jpg,1
glass416.jpg,1
paper192_aug.jpg,2
plastic135.jpg,4
glass73.jpg,1
glass471_aug.jpg,1
plastic170.jpg,4
metal62_aug.jpg,5
glass345_aug.jpg,1
plastic350.jpg,4
plastic122.jpg,4
metal270_aug.jpg,5
cardboard81.jpg,3
glass1_aug.jpg,1
paper194.jpg,2
plastic336.jpg,4
metal243.jpg,5
plastic11.jpg,4
glass329_aug.jpg,1
cardboard245.jpg,3
plastic386.jpg,4
metal346.jpg,5
paper461_aug.jpg,2
metal75.jpg,5
metal314_aug.jpg,5
trash126_aug.jpg,6
plastic331.jpg,4
paper196_aug.jpg,2
cardboard203.jpg,3
paper433.jpg,2
paper366.jpg,2
metal101.jpg,5
glass301.jpg,1
cardboard399_aug.jpg,3
plastic438_aug.jpg,4
plastic319_aug.jpg,4
cardboard18_aug.jpg,3
plastic106.jpg,4
glass192_aug.jpg,1
metal123.jpg,5
glass365.jpg,1
plastic454_aug.jpg,4
plastic213_aug.jpg,4
paper166.jpg,2
metal251_aug.jpg,5
paper249_aug.jpg,2
cardboard142.jpg,3
cardboard260_aug.jpg,3
glass228_aug.jpg,1
paper95.jpg,2
plastic381.jpg,4
cardboard194.jpg,3
metal144.jpg,5
plastic228_aug.jpg,4
glass255.jpg,1
glass269.jpg,1
plastic416.jpg,4
cardboard140.jpg,3
metal382_aug.jpg,5
metal24.jpg,5
glass247_aug.jpg,1
cardboard142_aug.jpg,3
trash49.jpg,6
plastic429.jpg,4
metal205_aug.jpg,5
plastic87_aug.jpg,4
plastic181.jpg,4
paper13_aug.jpg,2
glass113_aug.jpg,1
glass322_aug.jpg,1
paper157_aug.jpg,2
plastic95.jpg,4
paper186.jpg,2
plastic343_aug.jpg,4
paper210_aug.jpg,2
plastic303.jpg,4
plastic120_aug.jpg,4
paper24_aug.jpg,2
cardboard347_aug.jpg,3
cardboard303_aug.jpg,3
plastic4.jpg,4
paper210_aug.jpg,2
plastic477_aug.jpg,4
plastic140.jpg,4
trash60.jpg,6
paper139_aug.jpg,2
cardboard371_aug.jpg,3
cardboard178_aug.jpg,3
paper477.jpg,2
glass336_aug.jpg,1
plastic460_aug.jpg,4
trash44_aug.jpg,6
glass120_aug.jpg,1
glass431.jpg,1
glass403_aug.jpg,1
glass262_aug.jpg,1
trash25.jpg,6
paper434_aug.jpg,2
paper63_aug.jpg,2
plastic326.jpg,4
glass192.jpg,1
paper302_aug.jpg,2
glass212.jpg,1
plastic7.jpg,4
cardboard353.jpg,3
metal409_aug.jpg,5
plastic20_aug.jpg,4
trash36.jpg,6
paper113.jpg,2
trash56_aug.jpg,6
plastic265_aug.jpg,4
plastic446_aug.jpg,4
paper440_aug.jpg,2
cardboard354.jpg,3
cardboard373_aug.jpg,3
paper450.jpg,2
paper256.jpg,2
paper131.jpg,2
metal290_aug.jpg,5
plastic460_aug.jpg,4
paper532_aug.jpg,2
glass450.jpg,1
paper349.jpg,2
cardboard172_aug.jpg,3
metal156_aug.jpg,5
plastic164_aug.jpg,4
paper68.jpg,2
paper311_aug.jpg,2
paper377.jpg,2
glass45_aug.jpg,1
plastic197_aug.jpg,4
metal94.jpg,5
glass278.jpg,1
cardboard81_aug.jpg,3
plastic156_aug.jpg,4
cardboard78.jpg,3
paper13.jpg,2
metal395.jpg,5
cardboard131.jpg,3
glass138.jpg,1
metal103_aug.jpg,5
trash9_aug.jpg,6
paper591_aug.jpg,2
paper139_aug.jpg,2
paper24.jpg,2
paper421_aug.jpg,2
metal138.jpg,5
glass54_aug.jpg,1
paper267_aug.jpg,2
glass494_aug.jpg,1
paper51_aug.jpg,2
plastic144.jpg,4
cardboard60_aug.jpg,3
glass248.jpg,1
metal22_aug.jpg,5
paper76.jpg,2
glass471.jpg,1
metal185.jpg,5
metal95_aug.jpg,5
glass71_aug.jpg,1
cardboard273_aug.jpg,3
plastic10_aug.jpg,4
plastic92.jpg,4
cardboard366_aug.jpg,3
cardboard147.jpg,3
cardboard88_aug.jpg,3
plastic460.jpg,4
paper260_aug.jpg,2
paper214.jpg,2
plastic311_aug.jpg,4
paper16_aug.jpg,2
plastic183.jpg,4
glass281.jpg,1
glass73_aug.jpg,1
glass478_aug.jpg,1
plastic22_aug.jpg,4
plastic189.jpg,4
paper532.jpg,2
glass424_aug.jpg,1
glass331_aug.jpg,1
metal125.jpg,5
metal240_aug.jpg,5
metal282.jpg,5
glass151_aug.jpg,1
glass345_aug.jpg,1
cardboard235.jpg,3
plastic17_aug.jpg,4
plastic455_aug.jpg,4
paper63_aug.jpg,2
glass419_aug.jpg,1
plastic408_aug.jpg,4
cardboard380_aug.jpg,3
paper129.jpg,2
metal310_aug.jpg,5
plastic323.jpg,4
cardboard289_aug.jpg,3
paper208_aug.jpg,2
glass259.jpg,1
cardboard160.jpg,3
plastic482_aug.jpg,4
metal354.jpg,5
cardboard351_aug.jpg,3
plastic22.jpg,4
metal40.jpg,5
paper143_aug.jpg,2
paper93.jpg,2
glass76.jpg,1
glass357.jpg,1
paper557.jpg,2
cardboard364.jpg,3
cardboard173_aug.jpg,3
glass260_aug.jpg,1
glass196.jpg,1
cardboard387.jpg,3
metal338.jpg,5
metal382_aug.jpg,5
cardboard150_aug.jpg,3
plastic456.jpg,4
plastic402.jpg,4
plastic98.jpg,4
glass8.jpg,1
plastic228_aug.jpg,4
cardboard192.jpg,3
plastic435_aug.jpg,4
metal345_aug.jpg,5
trash66.jpg,6
cardboard152.jpg,3
trash35_aug.jpg,6
paper469_aug.jpg,2
glass177_aug.jpg,1
glass336.jpg,1
glass78.jpg,1
trash88_aug.jpg,6
trash112.jpg,6
metal163.jpg,5
plastic478.jpg,4
trash3.jpg,6
plastic411.jpg,4
metal181_aug.jpg,5
plastic408_aug.jpg,4
glass106_aug.jpg,1
glass28_aug.jpg,1
cardboard348_aug.jpg,3
glass42.jpg,1
glass14.jpg,1
paper516.jpg,2
plastic77_aug.jpg,4
cardboard114.jpg,3
paper554.jpg,2
trash119_aug.jpg,6
glass15_aug.jpg,1
glass239.jpg,1
glass475.jpg,1
plastic227.jpg,4
trash84_aug.jpg,6
paper72.jpg,2
plastic449.jpg,4
paper132.jpg,2
cardboard49_aug.jpg,3
glass313_aug.jpg,1
metal69.jpg,5
cardboard270_aug.jpg,3
metal34_aug.jpg,5
glass300.jpg,1
plastic300.jpg,4
metal281_aug.jpg,5
cardboard113.jpg,3
paper353.jpg,2
cardboard248.jpg,3
plastic20_aug.jpg,4
metal65_aug.jpg,5
paper536.jpg,2
cardboard153.jpg,3
paper250.jpg,2
cardboard108.jpg,3
glass474.jpg,1
metal231.jpg,5
cardboard18.jpg,3
glass249_aug.jpg,1
trash22_aug.jpg,6
cardboard205.jpg,3
metal273.jpg,5
metal265.jpg,5
metal186_aug.jpg,5
paper8.jpg,2
glass161.jpg,1
trash78.jpg,6
cardboard201_aug.jpg,3
paper448.jpg,2
plastic410_aug.jpg,4
plastic14.jpg,4
cardboard115.jpg,3
glass477.jpg,1
paper195.jpg,2
trash9_aug.jpg,6
metal324.jpg,5
trash127_aug.jpg,6
cardboard336.jpg,3
paper2_aug.jpg,2
paper320_aug.jpg,2
glass268.jpg,1
cardboard251.jpg,3
plastic298.jpg,4
plastic257.jpg,4
paper445.jpg,2
plastic179.jpg,4
trash9.jpg,6
trash61_aug.jpg,6
metal213.jpg,5
glass419_aug.jpg,1
paper540_aug.jpg,2
cardboard280.jpg,3
glass370.jpg,1
metal165.jpg,5
paper436_aug.jpg,2
glass195.jpg,1
cardboard27.jpg,3
cardboard330_aug.jpg,3
paper563.jpg,2
glass197.jpg,1
paper87_aug.jpg,2
paper442.jpg,2
glass363.jpg,1
plastic84.jpg,4
cardboard208_aug.jpg,3
paper301.jpg,2
metal156_aug.jpg,5
paper91_aug.jpg,2
plastic297.jpg,4
glass240.jpg,1
cardboard203_aug.jpg,3
paper365.jpg,2
glass221.jpg,1
glass401.jpg,1
metal288_aug.jpg,5
glass462_aug.jpg,1
metal218_aug.jpg,5
paper205.jpg,2
glass478.jpg,1
plastic30.jpg,4
plastic222.jpg,4
glass321_aug.jpg,1
plastic378.jpg,4
trash55.jpg,6
glass397_aug.jpg,1
cardboard43.jpg,3
metal153_aug.jpg,5
cardboard116_aug.jpg,3
paper535_aug.jpg,2
metal257.jpg,5
glass80.jpg,1
metal165_aug.jpg,5
cardboard324_aug.jpg,3
paper362.jpg,2
glass19.jpg,1
metal205.jpg,5
glass366.jpg,1
paper178.jpg,2
glass490_aug.jpg,1
paper338.jpg,2
metal192.jpg,5
glass275.jpg,1
paper40.jpg,2
plastic281.jpg,4
metal156.jpg,5
glass22.jpg,1
trash118.jpg,6
paper389.jpg,2
metal193.jpg,5
plastic310.jpg,4
paper438_aug.jpg,2
paper8_aug.jpg,2
cardboard135_aug.jpg,3
glass487_aug.jpg,1
metal67.jpg,5
glass15.jpg,1
glass277_aug.jpg,1
glass410_aug.jpg,1
glass486.jpg,1
trash8_aug.jpg,6
paper210_aug.jpg,2
cardboard102.jpg,3
glass261.jpg,1
glass91_aug.jpg,1
trash28_aug.jpg,6
glass16.jpg,1
metal206.jpg,5
glass20_aug.jpg,1
plastic425_aug.jpg,4
plastic382.jpg,4
cardboard29_aug.jpg,3
metal334.jpg,5
paper139.jpg,2
glass479.jpg,1
glass379.jpg,1
metal267_aug.jpg,5
metal127_aug.jpg,5
glass391.jpg,1
metal345.jpg,5
glass410_aug.jpg,1
metal176.jpg,5
paper454_aug.jpg,2
glass429.jpg,1
plastic348_aug.jpg,4
paper238.jpg,2
plastic481_aug.jpg,4
trash29.jpg,6
plastic181_aug.jpg,4
paper311_aug.jpg,2
cardboard109.jpg,3
paper91_aug.jpg,2
plastic40_aug.jpg,4
metal340_aug.jpg,5
cardboard283_aug.jpg,3
plastic99.jpg,4
cardboard326.jpg,3
glass128_aug.jpg,1
paper372.jpg,2
paper182.jpg,2
paper294_aug.jpg,2
trash28_aug.jpg,6
glass218_aug.jpg,1
paper88.jpg,2
paper255.jpg,2
cardboard358.jpg,3
plastic38.jpg,4
cardboard292.jpg,3
cardboard161_aug.jpg,3
cardboard13_aug.jpg,3
paper427_aug.jpg,2
trash121.jpg,6
plastic426.jpg,4
glass421.jpg,1
metal93_aug.jpg,5
metal25_aug.jpg,5
paper334.jpg,2
trash133_aug.jpg,6
cardboard344.jpg,3
cardboard266_aug.jpg,3
paper435.jpg,2
paper425_aug.jpg,2
plastic274_aug.jpg,4
plastic320.jpg,4
paper18.jpg,2
glass48.jpg,1
paper440.jpg,2
paper20.jpg,2
cardboard316.jpg,3
cardboard161_aug.jpg,3
glass242_aug.jpg,1
cardboard132.jpg,3
metal151_aug.jpg,5
cardboard60.jpg,3
paper67_aug.jpg,2
paper217_aug.jpg,2
glass159.jpg,1
glass372.jpg,1
plastic479.jpg,4
metal89.jpg,5
paper146.jpg,2
plastic329_aug.jpg,4
glass330.jpg,1
paper516_aug.jpg,2
glass44_aug.jpg,1
paper493.jpg,2
cardboard92_aug.jpg,3
paper523.jpg,2
paper133.jpg,2
plastic48.jpg,4
glass345_aug.jpg,1
metal306_aug.jpg,5
metal409_aug.jpg,5
paper292.jpg,2
paper230_aug.jpg,2
paper561_aug.jpg,2
trash54.jpg,6
metal18.jpg,5
glass398.jpg,1
paper13_aug.jpg,2
plastic101_aug.jpg,4
paper104_aug.jpg,2
trash51.jpg,6
glass497.jpg,1
glass360.jpg,1
glass363_aug.jpg,1
paper495.jpg,2
glass303.jpg,1
paper515.jpg,2
glass2.jpg,1
cardboard224_aug.jpg,3
plastic357.jpg,4
glass443_aug.jpg,1
glass442.jpg,1
plastic142_aug.jpg,4
glass132.jpg,1
trash62.jpg,6
trash106_aug.jpg,6
metal344.jpg,5
glass208_aug.jpg,1
cardboard144_aug.jpg,3
